LoanID,AccountID,CustomerID,ProductID,BranchID,LoanAmount,InterestRate,TermMonths,MonthlyPayment,OutstandingBalance,StartDate,EndDate,LoanStatus,LoanPurpose
LOAN0381,ACC0381,CUST0381,PROD010,BR010,333600.0,7.9,24,15072.61,166069.01,2022-06-30,2024-06-19,Current,Investment
LOAN0382,ACC0382,CUST0382,PROD009,BR007,46600.0,16.17,36,1642.23,8202.33,2022-02-04,2025-01-19,Current,Debt Consolidation
LOAN0383,ACC0383,CUST0383,PROD009,BR009,38800.0,18.1,48,1141.78,29235.1,2020-01-25,2024-01-04,Current,Debt Consolidation
LOAN0384,ACC0384,CUST0384,PROD007,BR001,3900.0,15.2,12,352.38,654.6,2023-04-12,2024-04-06,Default,Credit Building
LOAN0385,ACC0385,CUST0385,PROD003,BR010,59200.0,7.5,60,1186.25,12021.93,2021-12-16,2026-11-20,Current,Auto Purchase
LOAN0386,ACC0386,CUST0386,PROD001,BR009,19800.0,13.06,24,941.89,14050.12,2022-10-25,2024-10-14,Current,Personal
LOAN0387,ACC0387,CUST0387,PROD003,BR005,20600.0,8.5,72,366.23,17920.15,2020-05-22,2026-04-21,90-Days Late,Auto Purchase
LOAN0388,ACC0388,CUST0388,PROD009,BR008,14300.0,18.14,36,517.98,2388.61,2022-06-19,2025-06-03,Current,Debt Consolidation
LOAN0389,ACC0389,CUST0389,PROD010,BR007,305800.0,8.26,24,13866.8,46267.72,2023-06-21,2025-06-10,Current,Investment
LOAN0390,ACC0390,CUST0390,PROD006,BR007,36300.0,7.83,120,437.17,24168.91,2022-07-11,2032-05-19,Current,Home Improvement
LOAN0391,ACC0391,CUST0391,PROD007,BR007,1600.0,18.82,12,147.31,631.54,2022-01-01,2022-12-27,Current,Credit Building
LOAN0392,ACC0392,CUST0392,PROD005,BR004,133000.0,15.47,24,6478.46,108071.98,2020-10-01,2022-09-21,Current,Business Expansion
LOAN0393,ACC0393,CUST0393,PROD003,BR008,11400.0,6.53,72,191.8,5111.54,2022-02-13,2028-01-13,Current,Auto Purchase
LOAN0394,ACC0394,CUST0394,PROD003,BR009,14100.0,10.75,60,304.81,11201.75,2020-05-20,2025-04-24,Current,Auto Purchase
LOAN0395,ACC0395,CUST0395,PROD002,BR010,599600.0,5.23,300,3586.02,230574.86,2021-02-23,2045-10-15,30-Days Late,Home Purchase
LOAN0396,ACC0396,CUST0396,PROD005,BR007,252800.0,8.47,36,7976.76,33332.29,2020-09-11,2023-08-27,Current,Business Expansion
LOAN0397,ACC0397,CUST0397,PROD003,BR008,59000.0,5.55,48,1373.48,26947.88,2022-09-23,2026-09-02,Paid Off,Auto Purchase
LOAN0398,ACC0398,CUST0398,PROD009,BR002,16800.0,12.45,48,446.13,3337.33,2022-07-17,2026-06-26,Current,Debt Consolidation
LOAN0399,ACC0399,CUST0399,PROD006,BR004,186800.0,7.64,180,1746.55,85111.82,2020-04-01,2035-01-13,60-Days Late,Home Improvement
LOAN0400,ACC0400,CUST0400,PROD010,BR001,306400.0,7.95,60,6205.36,275058.9,2021-07-23,2026-06-27,90-Days Late,Investment
LOAN0401,ACC0401,CUST0401,PROD006,BR006,40100.0,8.06,120,487.8,29526.6,2023-01-06,2032-11-14,Default,Home Improvement
LOAN0402,ACC0402,CUST0402,PROD002,BR008,232900.0,4.41,360,1167.65,213307.8,2023-02-06,2052-09-01,90-Days Late,Home Purchase
LOAN0403,ACC0403,CUST0403,PROD007,BR005,4000.0,21.58,12,373.57,1437.23,2021-02-19,2022-02-14,Current,Credit Building
LOAN0404,ACC0404,CUST0404,PROD009,BR002,27800.0,11.84,48,729.9,18184.39,2022-06-26,2026-06-05,Current,Debt Consolidation
LOAN0405,ACC0405,CUST0405,PROD004,BR004,35400.0,6.71,120,405.75,28496.65,2020-01-29,2029-12-07,60-Days Late,Education
LOAN0406,ACC0406,CUST0406,PROD010,BR001,330200.0,7.45,36,10263.69,176905.78,2021-01-30,2024-01-15,Current,Investment
LOAN0407,ACC0407,CUST0407,PROD001,BR003,29500.0,11.62,48,771.36,22697.17,2021-06-25,2025-06-04,Paid Off,Personal
LOAN0408,ACC0408,CUST0408,PROD002,BR003,531200.0,4.52,180,4069.08,68855.57,2023-06-05,2038-03-18,Current,Home Purchase
LOAN0409,ACC0409,CUST0409,PROD003,BR001,23400.0,7.32,36,725.95,16407.72,2020-04-25,2023-04-10,30-Days Late,Auto Purchase
LOAN0410,ACC0410,CUST0410,PROD005,BR002,180400.0,9.76,36,5800.69,146874.53,2021-05-06,2024-04-20,Current,Business Expansion
LOAN0411,ACC0411,CUST0411,PROD008,BR010,53300.0,20.93,24,2737.02,39338.33,2020-10-22,2022-10-12,Current,Small Business
LOAN0412,ACC0412,CUST0412,PROD010,BR009,263600.0,12.75,36,8850.02,117524.15,2023-03-22,2026-03-06,Current,Investment
LOAN0413,ACC0413,CUST0413,PROD008,BR005,121100.0,11.32,24,5662.22,97791.21,2021-06-26,2023-06-16,30-Days Late,Small Business
LOAN0414,ACC0414,CUST0414,PROD003,BR007,15000.0,8.97,36,476.79,3953.34,2020-03-13,2023-02-26,Current,Auto Purchase
LOAN0415,ACC0415,CUST0415,PROD007,BR004,700.0,14.12,24,33.65,483.2,2022-07-07,2024-06-26,Paid Off,Credit Building
LOAN0416,ACC0416,CUST0416,PROD003,BR001,11600.0,7.68,48,281.45,9967.57,2022-03-11,2026-02-18,Current,Auto Purchase
LOAN0417,ACC0417,CUST0417,PROD010,BR006,138500.0,14.55,60,3262.28,15024.47,2020-03-04,2025-02-06,30-Days Late,Investment
LOAN0418,ACC0418,CUST0418,PROD001,BR001,9300.0,10.03,48,236.01,8563.83,2023-02-27,2027-02-06,Current,Personal
LOAN0419,ACC0419,CUST0419,PROD010,BR008,90300.0,12.82,24,4285.4,22206.16,2022-07-13,2024-07-02,Current,Investment
LOAN0420,ACC0420,CUST0420,PROD007,BR010,700.0,19.04,12,64.52,364.89,2022-03-09,2023-03-04,Current,Credit Building
LOAN0421,ACC0421,CUST0421,PROD005,BR006,264300.0,15.81,36,9267.23,204434.76,2022-04-14,2025-03-29,Current,Business Expansion
LOAN0422,ACC0422,CUST0422,PROD003,BR009,50400.0,11.77,72,979.31,24523.12,2020-01-13,2025-12-12,Current,Auto Purchase
LOAN0423,ACC0423,CUST0423,PROD003,BR004,48000.0,7.41,48,1158.57,19510.27,2021-01-11,2024-12-21,Current,Auto Purchase
LOAN0424,ACC0424,CUST0424,PROD003,BR006,19100.0,11.42,60,419.29,4214.01,2020-06-17,2025-05-22,Paid Off,Auto Purchase
LOAN0425,ACC0425,CUST0425,PROD001,BR010,17200.0,15.22,60,411.18,14633.87,2022-08-29,2027-08-03,Current,Personal
LOAN0426,ACC0426,CUST0426,PROD003,BR007,42100.0,7.8,36,1315.38,37237.74,2021-04-05,2024-03-20,Current,Auto Purchase
LOAN0427,ACC0427,CUST0427,PROD008,BR010,124600.0,18.0,24,6220.54,41092.6,2020-10-01,2022-09-21,60-Days Late,Small Business
LOAN0428,ACC0428,CUST0428,PROD010,BR009,207800.0,9.71,24,9561.13,39555.88,2020-08-04,2022-07-25,Current,Investment
LOAN0429,ACC0429,CUST0429,PROD009,BR010,46500.0,10.54,48,1191.46,39465.29,2023-01-11,2026-12-21,60-Days Late,Debt Consolidation
LOAN0430,ACC0430,CUST0430,PROD010,BR009,448200.0,8.64,60,9225.78,346229.64,2022-05-26,2027-04-30,Current,Investment
LOAN0431,ACC0431,CUST0431,PROD007,BR003,1500.0,17.76,12,137.35,787.75,2020-01-20,2021-01-14,Current,Credit Building
LOAN0432,ACC0432,CUST0432,PROD001,BR009,38700.0,12.06,24,1822.83,7473.17,2023-03-02,2025-02-19,Current,Personal
LOAN0433,ACC0433,CUST0433,PROD010,BR003,88600.0,9.03,24,4048.89,51883.14,2022-04-06,2024-03-26,Current,Investment
LOAN0434,ACC0434,CUST0434,PROD004,BR007,50600.0,6.61,60,992.66,38841.05,2021-02-08,2026-01-13,Current,Education
LOAN0435,ACC0435,CUST0435,PROD005,BR009,145200.0,12.94,24,6898.98,33985.84,2022-10-29,2024-10-18,Paid Off,Business Expansion
LOAN0436,ACC0436,CUST0436,PROD007,BR006,1700.0,15.86,12,154.13,265.25,2020-12-10,2021-12-05,60-Days Late,Credit Building
LOAN0437,ACC0437,CUST0437,PROD008,BR003,131300.0,13.49,36,4455.07,111191.65,2020-01-04,2022-12-19,Current,Small Business
LOAN0438,ACC0438,CUST0438,PROD001,BR001,29700.0,11.42,48,773.68,14417.02,2022-04-05,2026-03-15,30-Days Late,Personal
LOAN0439,ACC0439,CUST0439,PROD001,BR009,28400.0,15.49,24,1383.64,8926.24,2020-09-05,2022-08-26,Current,Personal
LOAN0440,ACC0440,CUST0440,PROD010,BR002,223000.0,12.82,60,5053.41,177806.82,2020-11-07,2025-10-12,Current,Investment
LOAN0441,ACC0441,CUST0441,PROD008,BR010,104300.0,20.81,36,3919.34,14395.49,2023-06-19,2026-06-03,90-Days Late,Small Business
LOAN0442,ACC0442,CUST0442,PROD006,BR005,117800.0,8.5,60,2416.85,54361.02,2023-01-26,2027-12-31,Current,Home Improvement
LOAN0443,ACC0443,CUST0443,PROD001,BR001,6000.0,13.71,48,163.09,1870.11,2021-03-24,2025-03-03,Current,Personal
LOAN0444,ACC0444,CUST0444,PROD004,BR008,11200.0,4.52,60,208.9,2000.29,2021-10-13,2026-09-17,30-Days Late,Education
LOAN0445,ACC0445,CUST0445,PROD005,BR006,162800.0,16.35,36,5751.74,150893.08,2020-11-03,2023-10-19,Current,Business Expansion
LOAN0446,ACC0446,CUST0446,PROD001,BR002,21300.0,10.87,36,696.02,9605.06,2021-07-22,2024-07-06,Current,Personal
LOAN0447,ACC0447,CUST0447,PROD010,BR010,318800.0,8.88,60,6599.21,265798.12,2021-07-13,2026-06-17,Current,Investment
LOAN0448,ACC0448,CUST0448,PROD001,BR002,7600.0,8.93,24,346.96,5322.96,2020-10-12,2022-10-02,Current,Personal
LOAN0449,ACC0449,CUST0449,PROD009,BR003,46400.0,16.94,60,1151.66,28164.52,2022-07-03,2027-06-07,Paid Off,Debt Consolidation
LOAN0450,ACC0450,CUST0450,PROD003,BR007,17000.0,8.95,36,540.2,5487.06,2022-10-14,2025-09-28,Current,Auto Purchase
LOAN0451,ACC0451,CUST0451,PROD004,BR006,52800.0,4.84,120,555.91,47962.45,2020-11-23,2030-10-02,Paid Off,Education
LOAN0452,ACC0452,CUST0452,PROD001,BR001,18300.0,9.16,24,837.37,16613.75,2023-02-20,2025-02-09,Current,Personal
LOAN0453,ACC0453,CUST0453,PROD009,BR002,35900.0,20.2,60,955.13,27584.0,2020-12-27,2025-12-01,Current,Debt Consolidation
LOAN0454,ACC0454,CUST0454,PROD001,BR005,35000.0,16.78,24,1726.78,5309.76,2020-03-05,2022-02-23,Current,Personal
LOAN0455,ACC0455,CUST0455,PROD005,BR007,137300.0,8.59,24,6246.72,42007.97,2023-02-24,2025-02-13,Current,Business Expansion
LOAN0456,ACC0456,CUST0456,PROD002,BR003,200300.0,6.6,360,1279.23,79763.54,2020-05-20,2049-12-14,30-Days Late,Home Purchase
LOAN0457,ACC0457,CUST0457,PROD005,BR009,221700.0,8.13,60,4509.08,104186.2,2022-05-29,2027-05-03,Paid Off,Business Expansion
LOAN0458,ACC0458,CUST0458,PROD005,BR005,130000.0,8.51,36,4104.38,111768.62,2020-12-29,2023-12-14,Current,Business Expansion
LOAN0459,ACC0459,CUST0459,PROD004,BR005,33700.0,7.39,60,673.52,5893.99,2023-06-27,2028-05-31,Current,Education
LOAN0460,ACC0460,CUST0460,PROD004,BR005,41900.0,4.69,60,784.77,24075.07,2021-12-17,2026-11-21,Current,Education
LOAN0461,ACC0461,CUST0461,PROD007,BR009,1300.0,23.31,12,122.49,1042.79,2020-09-15,2021-09-10,Current,Credit Building
LOAN0462,ACC0462,CUST0462,PROD008,BR001,81300.0,19.59,36,3004.44,72527.73,2021-12-20,2024-12-04,Paid Off,Small Business
LOAN0463,ACC0463,CUST0463,PROD003,BR005,59200.0,11.72,72,1148.77,48807.8,2022-04-17,2028-03-16,Default,Auto Purchase
LOAN0464,ACC0464,CUST0464,PROD005,BR010,105700.0,13.14,24,5032.12,62516.68,2020-11-22,2022-11-12,Current,Business Expansion
LOAN0465,ACC0465,CUST0465,PROD001,BR007,48900.0,8.63,48,1208.31,28400.22,2022-10-22,2026-10-01,Paid Off,Personal
LOAN0466,ACC0466,CUST0466,PROD003,BR004,25700.0,7.27,48,618.64,3741.93,2021-09-21,2025-08-31,Default,Auto Purchase
LOAN0467,ACC0467,CUST0467,PROD007,BR009,1200.0,15.09,12,108.36,926.44,2021-11-19,2022-11-14,Current,Credit Building
LOAN0468,ACC0468,CUST0468,PROD006,BR003,84200.0,7.64,60,1692.8,77835.5,2020-02-05,2025-01-09,Current,Home Improvement
LOAN0469,ACC0469,CUST0469,PROD005,BR002,235800.0,9.11,60,4907.42,122403.54,2023-06-08,2028-05-12,Current,Business Expansion
LOAN0470,ACC0470,CUST0470,PROD009,BR003,25900.0,9.53,60,544.33,7730.54,2022-05-28,2027-05-02,30-Days Late,Debt Consolidation
LOAN0471,ACC0471,CUST0471,PROD005,BR009,265500.0,13.53,24,12688.55,145759.45,2020-05-12,2022-05-02,Default,Business Expansion
LOAN0472,ACC0472,CUST0472,PROD009,BR001,49700.0,14.12,36,1701.53,40740.63,2021-12-12,2024-11-26,Paid Off,Debt Consolidation
LOAN0473,ACC0473,CUST0473,PROD003,BR002,18000.0,11.21,60,393.25,11844.63,2021-02-05,2026-01-10,Default,Auto Purchase
LOAN0474,ACC0474,CUST0474,PROD003,BR004,53200.0,6.27,72,888.47,19381.4,2020-04-14,2026-03-14,Current,Auto Purchase
LOAN0475,ACC0475,CUST0475,PROD001,BR004,27400.0,8.54,60,562.68,25737.81,2020-04-18,2025-03-23,Current,Personal
LOAN0476,ACC0476,CUST0476,PROD004,BR002,49600.0,6.02,180,419.09,30441.12,2023-06-29,2038-04-11,Current,Education
LOAN0477,ACC0477,CUST0477,PROD005,BR001,283000.0,10.31,36,9172.86,86200.83,2020-08-27,2023-08-12,Current,Business Expansion
LOAN0478,ACC0478,CUST0478,PROD002,BR010,511300.0,6.16,360,3118.29,390414.95,2020-04-03,2049-10-28,30-Days Late,Home Purchase
LOAN0479,ACC0479,CUST0479,PROD007,BR003,3900.0,23.31,12,367.48,1246.5,2022-11-05,2023-10-31,Current,Credit Building
LOAN0480,ACC0480,CUST0480,PROD008,BR009,56000.0,13.56,24,2677.1,9267.17,2020-09-03,2022-08-24,Current,Small Business
LOAN0481,ACC0481,CUST0481,PROD006,BR009,49800.0,6.18,120,557.39,28604.87,2020-12-06,2030-10-15,Default,Home Improvement
LOAN0482,ACC0482,CUST0482,PROD009,BR001,26200.0,18.39,60,670.88,18544.36,2020-04-25,2025-03-30,Paid Off,Debt Consolidation
LOAN0483,ACC0483,CUST0483,PROD002,BR007,113700.0,5.94,180,955.78,56791.38,2023-06-14,2038-03-27,Current,Home Purchase
LOAN0484,ACC0484,CUST0484,PROD004,BR010,70900.0,6.14,120,792.13,36084.8,2021-05-29,2031-04-07,Current,Education
LOAN0485,ACC0485,CUST0485,PROD008,BR006,127300.0,9.5,36,4077.79,106142.42,2023-02-20,2026-02-04,Current,Small Business
LOAN0486,ACC0486,CUST0486,PROD005,BR009,29100.0,15.95,60,706.88,22311.59,2022-01-20,2026-12-25,Paid Off,Business Expansion
LOAN0487,ACC0487,CUST0487,PROD001,BR001,12600.0,10.17,48,320.6,9810.89,2021-02-01,2025-01-11,Default,Personal
LOAN0488,ACC0488,CUST0488,PROD003,BR003,58500.0,6.29,36,1787.38,35807.56,2022-02-26,2025-02-10,Current,Auto Purchase
LOAN0489,ACC0489,CUST0489,PROD008,BR005,65800.0,14.9,36,2277.76,44737.7,2022-06-25,2025-06-09,Current,Small Business
LOAN0490,ACC0490,CUST0490,PROD002,BR004,389000.0,6.85,300,2712.26,68474.22,2020-10-17,2045-06-08,Current,Home Purchase
LOAN0491,ACC0491,CUST0491,PROD007,BR005,4200.0,17.85,12,384.76,3732.04,2022-09-10,2023-09-05,Current,Credit Building
LOAN0492,ACC0492,CUST0492,PROD009,BR005,45200.0,11.28,36,1485.79,28340.51,2020-08-18,2023-08-03,Current,Debt Consolidation
LOAN0493,ACC0493,CUST0493,PROD005,BR009,260200.0,13.54,24,12436.48,28280.11,2020-02-18,2022-02-07,60-Days Late,Business Expansion
LOAN0494,ACC0494,CUST0494,PROD010,BR002,416300.0,9.16,24,19049.13,93774.11,2020-04-05,2022-03-26,Current,Investment
LOAN0495,ACC0495,CUST0495,PROD008,BR006,116900.0,17.93,36,4222.11,51861.27,2021-08-18,2024-08-02,Current,Small Business
LOAN0496,ACC0496,CUST0496,PROD010,BR006,154700.0,11.12,24,7218.85,58317.86,2020-01-07,2021-12-27,Paid Off,Investment
LOAN0497,ACC0497,CUST0497,PROD005,BR008,140700.0,16.46,24,6920.07,74532.97,2022-10-01,2024-09-20,90-Days Late,Business Expansion
LOAN0498,ACC0498,CUST0498,PROD002,BR006,336200.0,5.51,300,2066.57,72717.83,2020-08-15,2045-04-06,Paid Off,Home Purchase
LOAN0499,ACC0499,CUST0499,PROD008,BR006,123000.0,10.67,36,4007.67,64339.82,2023-02-26,2026-02-10,Current,Small Business
LOAN0500,ACC0500,CUST0500,PROD003,BR007,52700.0,9.66,72,967.3,15442.17,2020-11-25,2026-10-25,Current,Auto Purchase
