TransactionID,AccountID,CustomerID,BranchID,TransactionDate,Amount,TransactionType,Channel,Status,Description
TXN001001,ACC0260,CUST0260,BR002,2024-05-22,18127.48,Withdrawal,Mobile,Completed,Loan payment
TXN001002,ACC0156,CUST0156,BR005,2024-07-07,24193.47,Deposit,Branch,Failed,Transfer to savings
TXN001003,ACC0194,CUST0194,BR003,2024-08-22,11039.99,Transfer,Branch,Completed,Wire transfer
TXN001004,ACC0011,CUST0011,BR007,2024-05-25,21352.51,Payment,ATM,Completed,Bill payment
TXN001005,ACC0132,CUST0132,BR007,2024-08-07,7653.12,Withdrawal,Phone,Completed,Bill payment
TXN001006,ACC0367,CUST0367,BR008,2023-02-05,3876.56,Deposit,Online,Completed,Interest credit
TXN001007,ACC0252,CUST0252,BR007,2024-05-01,23507.72,Refund,ATM,Completed,Overdraft fee
TXN001008,ACC0037,CUST0037,BR007,2022-03-21,24811.89,Deposit,Phone,Completed,Service fee
TXN001009,ACC0395,CUST0395,BR006,2024-11-09,17731.12,Transfer,ATM,Completed,Transfer to savings
TXN001010,ACC0377,CUST0377,BR004,2023-05-12,11948.36,Interest,ATM,Completed,Bill payment
TXN001011,ACC0134,CUST0134,BR010,2024-07-21,23607.19,Deposit,Mobile,Failed,Bill payment
TXN001012,ACC0007,CUST0007,BR002,2022-07-09,16113.49,Interest,Branch,Failed,ATM withdrawal
TXN001013,ACC0266,CUST0266,BR004,2024-05-16,4153.93,Withdrawal,ATM,Completed,Transfer to savings
TXN001014,ACC0301,CUST0301,BR005,2024-04-22,18814.03,Interest,Online,Completed,Interest credit
TXN001015,ACC0417,CUST0417,BR003,2023-07-05,18720.76,Interest,Branch,Completed,Bill payment
TXN001016,ACC0418,CUST0418,BR008,2022-01-04,2430.8,Payment,Branch,Completed,Transfer to savings
TXN001017,ACC0088,CUST0088,BR003,2024-02-07,4668.14,Deposit,Branch,Failed,Wire transfer
TXN001018,ACC0291,CUST0291,BR004,2023-01-16,5031.51,Payment,Mobile,Pending,Transfer to savings
TXN001019,ACC0226,CUST0226,BR010,2022-08-12,21710.37,Deposit,ATM,Completed,ATM withdrawal
TXN001020,ACC0176,CUST0176,BR001,2023-04-26,11952.65,Payment,Online,Completed,Monthly deposit
TXN001021,ACC0341,CUST0341,BR010,2022-03-27,2430.08,Transfer,Online,Completed,Service fee
TXN001022,ACC0478,CUST0478,BR008,2024-08-27,18925.22,Transfer,ATM,Pending,Interest credit
TXN001023,ACC0419,CUST0419,BR004,2024-01-10,16630.31,Withdrawal,Online,Pending,ATM withdrawal
TXN001024,ACC0002,CUST0002,BR008,2024-04-02,18133.25,Interest,Mobile,Completed,Direct deposit
TXN001025,ACC0144,CUST0144,BR004,2024-01-25,11303.43,Payment,Branch,Completed,Monthly deposit
TXN001026,ACC0327,CUST0327,BR006,2022-02-04,15848.09,Fee,ATM,Completed,Wire transfer
TXN001027,ACC0205,CUST0205,BR010,2022-06-16,8714.87,Interest,Branch,Pending,ATM withdrawal
TXN001028,ACC0376,CUST0376,BR007,2023-08-25,15183.27,Payment,Phone,Completed,Direct deposit
TXN001029,ACC0017,CUST0017,BR003,2024-10-16,19922.55,Withdrawal,Phone,Completed,Wire transfer
TXN001030,ACC0489,CUST0489,BR002,2024-09-14,16569.43,Deposit,Mobile,Failed,ATM withdrawal
TXN001031,ACC0055,CUST0055,BR007,2022-03-01,4014.28,Interest,Branch,Completed,Service fee
TXN001032,ACC0341,CUST0341,BR008,2022-09-10,16640.25,Interest,Branch,Completed,Loan payment
TXN001033,ACC0478,CUST0478,BR010,2022-05-13,16103.22,Withdrawal,Branch,Completed,Transfer to savings
TXN001034,ACC0414,CUST0414,BR004,2023-04-03,6484.76,Withdrawal,Online,Completed,Loan payment
TXN001035,ACC0382,CUST0382,BR002,2024-01-24,3194.16,Withdrawal,Branch,Completed,Monthly deposit
TXN001036,ACC0303,CUST0303,BR009,2023-01-24,21179.49,Refund,ATM,Completed,Bill payment
TXN001037,ACC0267,CUST0267,BR010,2023-03-31,2673.58,Deposit,Branch,Completed,Service fee
TXN001038,ACC0429,CUST0429,BR004,2024-10-20,17002.72,Deposit,ATM,Completed,Monthly deposit
TXN001039,ACC0307,CUST0307,BR006,2023-09-25,12564.43,Payment,ATM,Completed,Wire transfer
TXN001040,ACC0324,CUST0324,BR004,2024-10-10,7294.46,Refund,Online,Completed,Loan payment
TXN001041,ACC0435,CUST0435,BR004,2022-04-18,23079.71,Payment,Branch,Completed,Bill payment
TXN001042,ACC0012,CUST0012,BR009,2024-03-14,8441.88,Payment,ATM,Completed,Direct deposit
TXN001043,ACC0373,CUST0373,BR005,2023-08-02,17412.44,Deposit,Phone,Completed,Overdraft fee
TXN001044,ACC0444,CUST0444,BR001,2023-09-15,11443.74,Deposit,Mobile,Completed,Bill payment
TXN001045,ACC0108,CUST0108,BR004,2023-02-05,18385.62,Deposit,Phone,Completed,Bill payment
TXN001046,ACC0193,CUST0193,BR007,2022-12-11,23150.37,Deposit,Branch,Completed,Direct deposit
TXN001047,ACC0333,CUST0333,BR006,2024-06-07,24243.48,Transfer,Branch,Completed,Transfer to savings
TXN001048,ACC0251,CUST0251,BR005,2022-12-20,16323.4,Withdrawal,Online,Pending,Transfer to savings
TXN001049,ACC0141,CUST0141,BR008,2024-01-23,299.94,Deposit,Online,Completed,Direct deposit
TXN001050,ACC0116,CUST0116,BR001,2024-09-09,6850.38,Payment,Phone,Completed,Transfer to savings
TXN001051,ACC0153,CUST0153,BR010,2022-09-14,2495.04,Deposit,Phone,Completed,Monthly deposit
TXN001052,ACC0202,CUST0202,BR009,2024-12-21,12219.2,Transfer,Phone,Completed,ATM withdrawal
TXN001053,ACC0386,CUST0386,BR004,2022-08-29,4524.8,Transfer,Mobile,Completed,Interest credit
TXN001054,ACC0063,CUST0063,BR001,2022-09-21,14381.27,Payment,Online,Pending,Monthly deposit
TXN001055,ACC0044,CUST0044,BR002,2024-11-02,7471.46,Refund,Mobile,Failed,Monthly deposit
TXN001056,ACC0128,CUST0128,BR005,2022-04-05,23655.9,Transfer,ATM,Completed,Overdraft fee
TXN001057,ACC0252,CUST0252,BR006,2024-12-06,22770.47,Refund,Phone,Completed,ATM withdrawal
TXN001058,ACC0340,CUST0340,BR001,2023-05-01,927.98,Deposit,Mobile,Completed,Loan payment
TXN001059,ACC0303,CUST0303,BR006,2023-07-23,3221.02,Transfer,Online,Completed,Bill payment
TXN001060,ACC0205,CUST0205,BR008,2022-06-20,23619.06,Payment,Mobile,Completed,Service fee
TXN001061,ACC0325,CUST0325,BR004,2024-02-02,14095.42,Transfer,Phone,Completed,Bill payment
TXN001062,ACC0162,CUST0162,BR007,2024-02-16,657.49,Transfer,Online,Completed,Direct deposit
TXN001063,ACC0209,CUST0209,BR002,2023-11-06,16008.04,Withdrawal,ATM,Completed,Loan payment
TXN001064,ACC0141,CUST0141,BR001,2022-07-20,9435.13,Refund,Branch,Completed,ATM withdrawal
TXN001065,ACC0090,CUST0090,BR009,2023-09-20,14724.79,Fee,Online,Completed,Service fee
TXN001066,ACC0283,CUST0283,BR005,2022-07-22,22415.29,Deposit,Branch,Completed,Direct deposit
TXN001067,ACC0283,CUST0283,BR010,2024-04-04,11926.78,Deposit,Online,Completed,Bill payment
TXN001068,ACC0074,CUST0074,BR007,2023-07-02,1331.09,Payment,ATM,Completed,Overdraft fee
TXN001069,ACC0215,CUST0215,BR008,2023-01-10,10979.61,Withdrawal,Branch,Completed,Transfer to savings
TXN001070,ACC0267,CUST0267,BR004,2023-09-18,15894.52,Deposit,ATM,Completed,ATM withdrawal
TXN001071,ACC0325,CUST0325,BR002,2022-06-07,18251.53,Interest,Mobile,Completed,Service fee
TXN001072,ACC0284,CUST0284,BR008,2022-01-22,24054.54,Withdrawal,Phone,Completed,Wire transfer
TXN001073,ACC0264,CUST0264,BR009,2022-09-13,10142.73,Transfer,Online,Completed,Interest credit
TXN001074,ACC0126,CUST0126,BR009,2022-03-28,15188.26,Refund,Phone,Completed,Interest credit
TXN001075,ACC0430,CUST0430,BR003,2024-11-18,8838.76,Deposit,Branch,Completed,ATM withdrawal
TXN001076,ACC0174,CUST0174,BR004,2022-08-30,7258.72,Transfer,ATM,Completed,Overdraft fee
TXN001077,ACC0202,CUST0202,BR004,2023-09-17,23228.43,Refund,Phone,Completed,Wire transfer
TXN001078,ACC0457,CUST0457,BR010,2024-09-26,1446.84,Deposit,Branch,Completed,Monthly deposit
TXN001079,ACC0180,CUST0180,BR003,2024-04-03,8869.76,Deposit,Branch,Completed,Bill payment
TXN001080,ACC0211,CUST0211,BR002,2024-09-25,182.69,Payment,ATM,Completed,Service fee
TXN001081,ACC0187,CUST0187,BR007,2023-01-09,13415.32,Withdrawal,Branch,Completed,Bill payment
TXN001082,ACC0182,CUST0182,BR007,2022-01-12,8987.33,Fee,Mobile,Completed,Bill payment
TXN001083,ACC0203,CUST0203,BR007,2023-11-10,22525.94,Deposit,Mobile,Failed,Service fee
TXN001084,ACC0061,CUST0061,BR007,2024-09-28,13757.59,Payment,Mobile,Completed,Transfer to savings
TXN001085,ACC0257,CUST0257,BR007,2022-09-27,2752.22,Deposit,Online,Completed,Monthly deposit
TXN001086,ACC0393,CUST0393,BR004,2022-04-17,16960.97,Withdrawal,Phone,Completed,Service fee
TXN001087,ACC0145,CUST0145,BR008,2022-06-19,19024.89,Deposit,Mobile,Completed,Service fee
TXN001088,ACC0393,CUST0393,BR002,2023-06-24,24856.48,Deposit,Branch,Completed,ATM withdrawal
TXN001089,ACC0359,CUST0359,BR009,2023-01-07,4724.84,Fee,Mobile,Completed,Monthly deposit
TXN001090,ACC0141,CUST0141,BR004,2022-10-27,10663.31,Transfer,Online,Completed,Direct deposit
TXN001091,ACC0157,CUST0157,BR004,2023-03-31,8411.08,Transfer,Phone,Completed,ATM withdrawal
TXN001092,ACC0138,CUST0138,BR006,2023-07-29,23575.54,Payment,Mobile,Completed,Monthly deposit
TXN001093,ACC0001,CUST0001,BR001,2023-10-21,5307.32,Transfer,Phone,Completed,Wire transfer
TXN001094,ACC0187,CUST0187,BR006,2023-09-16,2797.1,Payment,Phone,Completed,Interest credit
TXN001095,ACC0380,CUST0380,BR006,2024-12-19,15121.8,Deposit,ATM,Completed,ATM withdrawal
TXN001096,ACC0067,CUST0067,BR010,2022-09-04,1035.56,Refund,Mobile,Completed,ATM withdrawal
TXN001097,ACC0039,CUST0039,BR009,2023-12-04,7543.9,Transfer,Mobile,Completed,Bill payment
TXN001098,ACC0099,CUST0099,BR007,2023-06-02,22290.75,Payment,Phone,Pending,Wire transfer
TXN001099,ACC0323,CUST0323,BR002,2024-06-12,1702.04,Withdrawal,Phone,Completed,Service fee
TXN001100,ACC0357,CUST0357,BR003,2023-08-17,1145.68,Transfer,Mobile,Completed,Direct deposit
TXN001101,ACC0446,CUST0446,BR009,2022-06-03,4146.3,Payment,Branch,Completed,Overdraft fee
TXN001102,ACC0140,CUST0140,BR004,2023-01-12,99.98,Transfer,Phone,Pending,Direct deposit
TXN001103,ACC0234,CUST0234,BR009,2024-12-11,6478.28,Fee,ATM,Completed,Bill payment
TXN001104,ACC0115,CUST0115,BR001,2024-12-28,5963.04,Deposit,Mobile,Completed,Bill payment
TXN001105,ACC0139,CUST0139,BR001,2023-05-25,24738.51,Deposit,Online,Completed,Overdraft fee
TXN001106,ACC0498,CUST0498,BR006,2023-10-27,2090.32,Payment,Phone,Completed,Overdraft fee
TXN001107,ACC0151,CUST0151,BR006,2022-04-28,15652.62,Deposit,ATM,Failed,Bill payment
TXN001108,ACC0132,CUST0132,BR001,2022-08-06,18067.83,Payment,ATM,Completed,Direct deposit
TXN001109,ACC0106,CUST0106,BR008,2023-03-28,8113.33,Deposit,Branch,Completed,Transfer to savings
TXN001110,ACC0189,CUST0189,BR003,2024-09-08,2351.34,Deposit,Mobile,Completed,Overdraft fee
TXN001111,ACC0252,CUST0252,BR003,2023-08-01,535.97,Deposit,Mobile,Completed,Loan payment
TXN001112,ACC0036,CUST0036,BR003,2022-05-28,10665.61,Transfer,Branch,Completed,Monthly deposit
TXN001113,ACC0309,CUST0309,BR002,2024-02-13,9605.92,Deposit,Online,Completed,Monthly deposit
TXN001114,ACC0068,CUST0068,BR004,2022-06-21,6698.74,Interest,Phone,Failed,ATM withdrawal
TXN001115,ACC0278,CUST0278,BR006,2022-06-24,5066.02,Transfer,Phone,Completed,Service fee
TXN001116,ACC0170,CUST0170,BR008,2022-11-13,6102.78,Transfer,ATM,Completed,Monthly deposit
TXN001117,ACC0053,CUST0053,BR009,2023-08-31,2573.13,Interest,Branch,Pending,Monthly deposit
TXN001118,ACC0117,CUST0117,BR007,2024-02-29,3692.94,Payment,Mobile,Completed,ATM withdrawal
TXN001119,ACC0252,CUST0252,BR003,2022-08-14,5620.82,Refund,ATM,Completed,ATM withdrawal
TXN001120,ACC0185,CUST0185,BR002,2022-03-30,15116.61,Deposit,Phone,Completed,Transfer to savings
TXN001121,ACC0077,CUST0077,BR005,2023-08-11,8716.16,Deposit,Branch,Failed,ATM withdrawal
TXN001122,ACC0404,CUST0404,BR001,2022-11-01,19446.82,Deposit,Mobile,Completed,Wire transfer
TXN001123,ACC0418,CUST0418,BR002,2022-08-20,14450.29,Refund,ATM,Completed,Bill payment
TXN001124,ACC0094,CUST0094,BR007,2023-12-24,7989.7,Withdrawal,Branch,Completed,Bill payment
TXN001125,ACC0411,CUST0411,BR004,2024-02-24,10472.3,Transfer,Phone,Completed,Loan payment
TXN001126,ACC0197,CUST0197,BR002,2024-05-13,13178.38,Payment,Mobile,Completed,Monthly deposit
TXN001127,ACC0105,CUST0105,BR001,2024-01-13,13963.78,Refund,Online,Completed,Bill payment
TXN001128,ACC0151,CUST0151,BR008,2022-10-23,20882.96,Transfer,Branch,Pending,Monthly deposit
TXN001129,ACC0383,CUST0383,BR003,2022-08-29,24051.68,Payment,Branch,Completed,Transfer to savings
TXN001130,ACC0191,CUST0191,BR001,2022-08-06,16572.06,Deposit,Phone,Completed,Interest credit
TXN001131,ACC0073,CUST0073,BR002,2023-05-17,1935.86,Transfer,Branch,Completed,Bill payment
TXN001132,ACC0384,CUST0384,BR009,2023-09-06,11759.91,Payment,Branch,Completed,Service fee
TXN001133,ACC0057,CUST0057,BR003,2022-05-03,22030.12,Deposit,Mobile,Completed,Transfer to savings
TXN001134,ACC0349,CUST0349,BR008,2023-06-13,22979.56,Transfer,Mobile,Completed,ATM withdrawal
TXN001135,ACC0268,CUST0268,BR007,2022-09-14,18580.94,Withdrawal,Online,Completed,Direct deposit
TXN001136,ACC0310,CUST0310,BR002,2024-08-17,11940.63,Payment,Branch,Completed,Interest credit
TXN001137,ACC0332,CUST0332,BR007,2023-02-03,6755.29,Deposit,ATM,Pending,Monthly deposit
TXN001138,ACC0123,CUST0123,BR005,2022-11-30,13543.78,Deposit,Phone,Pending,Loan payment
TXN001139,ACC0283,CUST0283,BR004,2022-03-08,6015.98,Deposit,Phone,Completed,Wire transfer
TXN001140,ACC0024,CUST0024,BR001,2023-10-07,2339.34,Withdrawal,ATM,Failed,Direct deposit
TXN001141,ACC0100,CUST0100,BR006,2024-03-11,18144.95,Refund,Online,Pending,Direct deposit
TXN001142,ACC0052,CUST0052,BR009,2022-11-04,601.9,Payment,Branch,Pending,Service fee
TXN001143,ACC0083,CUST0083,BR003,2024-08-06,1978.03,Transfer,Mobile,Completed,Bill payment
TXN001144,ACC0394,CUST0394,BR003,2024-10-24,12912.36,Payment,Phone,Completed,Bill payment
TXN001145,ACC0174,CUST0174,BR005,2024-01-08,15590.53,Interest,Online,Completed,Transfer to savings
TXN001146,ACC0123,CUST0123,BR004,2022-06-03,23950.81,Transfer,Branch,Completed,Service fee
TXN001147,ACC0281,CUST0281,BR002,2024-10-18,2361.91,Withdrawal,ATM,Completed,Interest credit
TXN001148,ACC0181,CUST0181,BR002,2022-05-26,4487.86,Payment,ATM,Failed,Wire transfer
TXN001149,ACC0333,CUST0333,BR003,2022-09-11,24292.3,Transfer,ATM,Completed,Overdraft fee
TXN001150,ACC0470,CUST0470,BR003,2024-06-21,9174.64,Fee,ATM,Completed,Direct deposit
TXN001151,ACC0231,CUST0231,BR005,2022-03-29,15519.14,Transfer,Mobile,Completed,Bill payment
TXN001152,ACC0437,CUST0437,BR002,2023-08-19,9401.78,Transfer,Online,Pending,ATM withdrawal
TXN001153,ACC0179,CUST0179,BR008,2024-08-17,16065.69,Interest,Branch,Completed,ATM withdrawal
TXN001154,ACC0470,CUST0470,BR007,2024-06-06,4994.78,Withdrawal,ATM,Completed,Loan payment
TXN001155,ACC0360,CUST0360,BR008,2022-08-23,6966.59,Deposit,Mobile,Completed,Loan payment
TXN001156,ACC0164,CUST0164,BR010,2022-03-06,24695.39,Payment,Online,Completed,Transfer to savings
TXN001157,ACC0243,CUST0243,BR004,2022-04-21,5295.21,Deposit,Branch,Completed,ATM withdrawal
TXN001158,ACC0073,CUST0073,BR002,2023-07-15,10132.66,Withdrawal,Branch,Completed,Service fee
TXN001159,ACC0095,CUST0095,BR001,2022-07-09,22374.97,Withdrawal,ATM,Completed,Transfer to savings
TXN001160,ACC0247,CUST0247,BR008,2022-11-26,24140.09,Withdrawal,Phone,Completed,Overdraft fee
TXN001161,ACC0102,CUST0102,BR002,2022-10-24,8100.08,Refund,ATM,Pending,Bill payment
TXN001162,ACC0256,CUST0256,BR006,2022-08-21,19802.5,Payment,ATM,Completed,Wire transfer
TXN001163,ACC0483,CUST0483,BR003,2024-07-09,15976.52,Transfer,Online,Failed,Transfer to savings
TXN001164,ACC0357,CUST0357,BR009,2022-12-07,15027.57,Deposit,Mobile,Failed,Overdraft fee
TXN001165,ACC0490,CUST0490,BR001,2024-01-29,20346.35,Deposit,ATM,Pending,Wire transfer
TXN001166,ACC0333,CUST0333,BR008,2024-04-27,10265.57,Withdrawal,Phone,Failed,Interest credit
TXN001167,ACC0059,CUST0059,BR003,2024-07-28,10715.31,Deposit,Phone,Completed,Service fee
TXN001168,ACC0433,CUST0433,BR007,2023-08-04,17555.29,Interest,Online,Completed,ATM withdrawal
TXN001169,ACC0046,CUST0046,BR001,2024-04-22,2600.85,Payment,Phone,Completed,Wire transfer
TXN001170,ACC0258,CUST0258,BR010,2022-03-08,16696.08,Fee,Mobile,Completed,Transfer to savings
TXN001171,ACC0059,CUST0059,BR004,2024-08-19,23764.28,Withdrawal,Branch,Pending,Transfer to savings
TXN001172,ACC0004,CUST0004,BR006,2023-04-04,12693.94,Withdrawal,ATM,Pending,Transfer to savings
TXN001173,ACC0345,CUST0345,BR004,2022-01-09,22505.68,Withdrawal,Online,Completed,Direct deposit
TXN001174,ACC0420,CUST0420,BR010,2023-10-13,8383.9,Refund,Branch,Failed,Loan payment
TXN001175,ACC0316,CUST0316,BR007,2022-04-16,20035.28,Transfer,Mobile,Completed,Bill payment
TXN001176,ACC0207,CUST0207,BR006,2024-11-25,3969.51,Deposit,Mobile,Completed,Transfer to savings
TXN001177,ACC0432,CUST0432,BR005,2022-11-22,23718.02,Deposit,Online,Completed,Overdraft fee
TXN001178,ACC0079,CUST0079,BR001,2022-06-11,14299.13,Deposit,Mobile,Completed,Interest credit
TXN001179,ACC0096,CUST0096,BR004,2023-03-31,7430.09,Transfer,Mobile,Completed,Transfer to savings
TXN001180,ACC0395,CUST0395,BR005,2022-04-16,6881.37,Interest,Online,Completed,ATM withdrawal
TXN001181,ACC0057,CUST0057,BR008,2022-09-09,2685.85,Withdrawal,Mobile,Completed,Interest credit
TXN001182,ACC0468,CUST0468,BR004,2024-03-11,2525.79,Payment,Branch,Failed,ATM withdrawal
TXN001183,ACC0108,CUST0108,BR007,2024-02-08,22243.94,Transfer,Branch,Completed,Monthly deposit
TXN001184,ACC0463,CUST0463,BR003,2022-03-06,2939.01,Withdrawal,ATM,Completed,Direct deposit
TXN001185,ACC0003,CUST0003,BR003,2024-12-04,18545.0,Interest,Mobile,Completed,Direct deposit
TXN001186,ACC0263,CUST0263,BR003,2023-03-19,21673.19,Deposit,Mobile,Completed,ATM withdrawal
TXN001187,ACC0373,CUST0373,BR003,2023-07-03,6848.93,Deposit,Online,Completed,Service fee
TXN001188,ACC0240,CUST0240,BR008,2024-06-12,12821.29,Withdrawal,Mobile,Completed,Service fee
TXN001189,ACC0493,CUST0493,BR007,2022-07-30,14595.37,Payment,ATM,Completed,Wire transfer
TXN001190,ACC0222,CUST0222,BR008,2024-05-17,14912.28,Withdrawal,ATM,Completed,Transfer to savings
TXN001191,ACC0103,CUST0103,BR010,2023-12-24,9355.27,Transfer,Online,Pending,Direct deposit
TXN001192,ACC0130,CUST0130,BR010,2024-04-19,7343.9,Fee,Phone,Completed,Bill payment
TXN001193,ACC0415,CUST0415,BR006,2024-05-29,19774.5,Withdrawal,Online,Completed,Bill payment
TXN001194,ACC0400,CUST0400,BR006,2022-09-08,250.73,Payment,ATM,Completed,Interest credit
TXN001195,ACC0461,CUST0461,BR004,2022-05-16,9645.92,Transfer,Phone,Completed,Overdraft fee
TXN001196,ACC0485,CUST0485,BR002,2024-05-13,17056.48,Withdrawal,ATM,Completed,Wire transfer
TXN001197,ACC0256,CUST0256,BR001,2023-07-17,10536.72,Deposit,Mobile,Completed,Loan payment
TXN001198,ACC0296,CUST0296,BR001,2023-08-07,455.73,Payment,Phone,Pending,Service fee
TXN001199,ACC0068,CUST0068,BR007,2022-03-17,22396.78,Interest,Online,Completed,Wire transfer
TXN001200,ACC0049,CUST0049,BR007,2023-09-09,6874.09,Payment,Branch,Completed,Wire transfer
TXN001201,ACC0314,CUST0314,BR001,2024-03-16,7468.11,Refund,Branch,Failed,ATM withdrawal
TXN001202,ACC0432,CUST0432,BR006,2022-07-30,741.91,Deposit,Online,Failed,Transfer to savings
TXN001203,ACC0116,CUST0116,BR003,2022-06-30,4787.08,Interest,ATM,Completed,Monthly deposit
TXN001204,ACC0479,CUST0479,BR001,2023-06-16,22084.15,Deposit,Online,Completed,Interest credit
TXN001205,ACC0353,CUST0353,BR010,2024-02-17,6755.1,Deposit,Mobile,Completed,Interest credit
TXN001206,ACC0442,CUST0442,BR003,2024-04-26,15926.22,Payment,Phone,Completed,Wire transfer
TXN001207,ACC0500,CUST0500,BR005,2023-10-22,19318.37,Transfer,Online,Completed,ATM withdrawal
TXN001208,ACC0181,CUST0181,BR009,2023-05-12,16490.42,Payment,Mobile,Completed,Wire transfer
TXN001209,ACC0031,CUST0031,BR004,2022-01-27,16765.77,Transfer,Branch,Completed,Loan payment
TXN001210,ACC0417,CUST0417,BR010,2024-12-16,12853.04,Withdrawal,ATM,Completed,Direct deposit
TXN001211,ACC0055,CUST0055,BR003,2023-03-25,22918.26,Withdrawal,Branch,Completed,Transfer to savings
TXN001212,ACC0097,CUST0097,BR002,2023-07-24,10583.12,Payment,Phone,Completed,ATM withdrawal
TXN001213,ACC0382,CUST0382,BR002,2023-05-08,424.53,Transfer,ATM,Completed,Wire transfer
TXN001214,ACC0181,CUST0181,BR005,2022-08-31,23173.92,Deposit,Branch,Completed,Transfer to savings
TXN001215,ACC0261,CUST0261,BR006,2022-04-19,11039.1,Withdrawal,Online,Completed,Transfer to savings
TXN001216,ACC0100,CUST0100,BR005,2023-01-23,10073.28,Transfer,Phone,Completed,ATM withdrawal
TXN001217,ACC0349,CUST0349,BR001,2023-05-25,23974.7,Deposit,Online,Completed,Loan payment
TXN001218,ACC0034,CUST0034,BR009,2022-07-26,6893.73,Interest,Branch,Completed,Service fee
TXN001219,ACC0254,CUST0254,BR004,2022-12-17,19645.33,Withdrawal,ATM,Completed,Monthly deposit
TXN001220,ACC0049,CUST0049,BR003,2024-10-27,22695.48,Transfer,ATM,Completed,Bill payment
TXN001221,ACC0162,CUST0162,BR002,2022-12-08,4691.74,Interest,Mobile,Completed,Transfer to savings
TXN001222,ACC0172,CUST0172,BR001,2022-12-30,24359.53,Interest,Mobile,Pending,Overdraft fee
TXN001223,ACC0181,CUST0181,BR008,2022-01-03,12212.8,Deposit,Online,Completed,Service fee
TXN001224,ACC0428,CUST0428,BR004,2024-12-11,12583.63,Payment,Online,Completed,Interest credit
TXN001225,ACC0232,CUST0232,BR008,2023-12-20,24744.93,Withdrawal,Branch,Completed,Interest credit
TXN001226,ACC0155,CUST0155,BR006,2024-11-26,19365.41,Fee,Phone,Completed,Direct deposit
TXN001227,ACC0373,CUST0373,BR001,2022-10-30,24466.15,Fee,Mobile,Completed,Overdraft fee
TXN001228,ACC0380,CUST0380,BR007,2024-01-07,5165.62,Deposit,Branch,Failed,Direct deposit
TXN001229,ACC0461,CUST0461,BR008,2024-12-15,4382.06,Interest,ATM,Completed,Transfer to savings
TXN001230,ACC0484,CUST0484,BR005,2023-09-26,4772.41,Transfer,ATM,Completed,Wire transfer
TXN001231,ACC0291,CUST0291,BR006,2023-08-14,2763.66,Deposit,Mobile,Completed,Service fee
TXN001232,ACC0320,CUST0320,BR009,2022-11-30,7598.1,Withdrawal,ATM,Completed,Service fee
TXN001233,ACC0423,CUST0423,BR010,2022-09-10,1339.3,Withdrawal,Branch,Pending,Monthly deposit
TXN001234,ACC0129,CUST0129,BR003,2023-12-19,21969.27,Payment,Phone,Completed,Bill payment
TXN001235,ACC0489,CUST0489,BR002,2023-07-09,3574.68,Payment,Branch,Completed,Loan payment
TXN001236,ACC0017,CUST0017,BR008,2023-12-28,6225.73,Payment,Branch,Failed,ATM withdrawal
TXN001237,ACC0458,CUST0458,BR005,2023-09-11,14930.0,Deposit,Branch,Completed,Overdraft fee
TXN001238,ACC0072,CUST0072,BR004,2023-05-28,3400.91,Transfer,ATM,Completed,Wire transfer
TXN001239,ACC0280,CUST0280,BR003,2024-02-09,19562.32,Fee,Online,Completed,Interest credit
TXN001240,ACC0258,CUST0258,BR006,2024-08-17,8861.3,Transfer,Branch,Pending,Monthly deposit
TXN001241,ACC0491,CUST0491,BR007,2022-07-01,18898.85,Transfer,ATM,Completed,Interest credit
TXN001242,ACC0066,CUST0066,BR010,2023-08-24,1347.87,Fee,Mobile,Completed,Direct deposit
TXN001243,ACC0236,CUST0236,BR001,2022-06-23,1376.77,Fee,Online,Completed,Service fee
TXN001244,ACC0290,CUST0290,BR008,2023-11-10,21609.21,Deposit,Phone,Completed,Monthly deposit
TXN001245,ACC0360,CUST0360,BR004,2024-11-23,3612.36,Payment,Branch,Pending,Bill payment
TXN001246,ACC0155,CUST0155,BR005,2022-01-14,20142.36,Transfer,Mobile,Completed,Overdraft fee
TXN001247,ACC0451,CUST0451,BR002,2024-11-30,2430.62,Deposit,Branch,Completed,Transfer to savings
TXN001248,ACC0029,CUST0029,BR002,2023-09-07,10119.89,Refund,Mobile,Completed,Overdraft fee
TXN001249,ACC0349,CUST0349,BR008,2022-09-10,10814.52,Transfer,Mobile,Completed,Loan payment
TXN001250,ACC0088,CUST0088,BR009,2023-02-15,11909.2,Withdrawal,Online,Completed,Service fee
TXN001251,ACC0201,CUST0201,BR007,2022-08-08,11604.45,Fee,Mobile,Completed,Overdraft fee
TXN001252,ACC0200,CUST0200,BR001,2023-09-13,861.75,Payment,Phone,Pending,Interest credit
TXN001253,ACC0493,CUST0493,BR003,2024-08-16,22061.78,Transfer,Online,Completed,Direct deposit
TXN001254,ACC0108,CUST0108,BR006,2024-12-11,9771.7,Deposit,Mobile,Completed,Interest credit
TXN001255,ACC0236,CUST0236,BR003,2023-07-25,19626.17,Payment,Branch,Pending,Wire transfer
TXN001256,ACC0193,CUST0193,BR008,2023-01-05,14405.21,Interest,Phone,Completed,Overdraft fee
TXN001257,ACC0490,CUST0490,BR010,2023-12-14,14616.49,Fee,Online,Pending,Bill payment
TXN001258,ACC0119,CUST0119,BR002,2022-08-06,12490.85,Payment,ATM,Failed,Loan payment
